country,source,target,weight,verdict,reason
Sri Lanka,fossil_fuel_pct,health_expenditure_pct,-4.761731146560607e-05,CONFLICT,"Generally, higher percentage of fossil fuel share tends to decrease the percentage of health expenditure due to increased pollution and healthcare costs associated with it in South Asia."
Sri Lanka,electricity_per_capita,health_expenditure_pct,0.0587750904589377,CONFLICT,"Generally, higher electricity consumption does not directly lead to an increase in the percentage of health expenditure in South Asia; it's more related to economic development and income levels."
Sri Lanka,co2_per_capita,health_expenditure_pct,0.2353237552020991,CONFLICT,"In South Asia, higher CO2 emissions per capita are more likely to cause an increase in health-related expenditures due to increased pollution-related health issues, not a decrease."
Sri Lanka,gdp_per_capita,health_expenditure_pct,-1.822850124748842e-05,CONFLICT,"Generally, as GDP per capita increases, a country tends to invest more in healthcare, causing the percentage of health expenditure to decrease, not increase."
Sri Lanka,unemployment_rate,health_expenditure_pct,1.0212307730552108,CONFLICT,"Generally, an increase in unemployment rate (A) does not have a direct causal relationship with the percentage of health expenditure (B), as employment status is not typically associated with individual's health spending patterns in South Asia. However, it can indirectly influence through factors such as income levels or access to healthcare services."
Sri Lanka,agri_valueadded_pct,health_expenditure_pct,0.7094172028337971,CONFLICT,"In South Asia, higher agricultural value-added does not generally cause an increase in health expenditure. Rather, it's more likely the other way around - a larger share of GDP spent on health may lead to increased agricultural productivity through better nutrition and healthcare services for farmers."
Sri Lanka,mean_wbgt,agri_valueadded_pct,-2.609955504215329e-06,CONFLICT,"In South Asia, higher WBGT generally leads to negative impacts on agricultural productivity due to heat stress and water scarcity, which would decrease the percentage of agriculture value-added, not increase it."
Sri Lanka,renewable_energy_pct,agri_valueadded_pct,6.106738296957348e-06,CONFLICT,"Increasing the percentage of renewable energy share typically leads to a decrease in reliance on fossil fuels used for agriculture, which may negatively impact the percentage of agriculture value-added in South Asia."
Sri Lanka,fossil_fuel_pct,agri_valueadded_pct,-2.704975481438995e-05,CONFLICT,"In South Asia, increased fossil fuel share is more likely to decrease the percentage of agriculture value-added due to higher input costs and pollution impacts on agricultural productivity."
Sri Lanka,electricity_per_capita,agri_valueadded_pct,-1.6851594499717465e-05,CONFLICT,"Generally, as electricity consumption per capita increases, the percentage of agriculture value-added tends to decrease due to electrification leading to industrialization and urbanization, not vice versa."
Sri Lanka,unemployment_rate,agri_valueadded_pct,-0.3108641503832315,CONFLICT,"In South Asia, higher unemployment rate generally decreases the percentage of agriculture value-added due to labor force shifting away from agriculture into other sectors."
Sri Lanka,health_expenditure_pct,agri_valueadded_pct,1.439270481781718e-06,CONFLICT,"Generally, increased health expenditure does not directly influence the percentage of agriculture value-added in South Asia; these variables are unlikely to have a causal relationship in this direction."
Sri Lanka,fossil_fuel_pct,urbanization_pct,4.049358680582484,CONFLICT,"In South Asia, higher percentage of fossil fuel share generally leads to increased urban air pollution and associated health issues, which may slow down urbanization rate due to population displacement or avoidance of unhealthy environments. However, the relationship is complex and can vary based on specific factors such as infrastructure development and economic growth."
Sri Lanka,unemployment_rate,urbanization_pct,2.661693920778268,CONFLICT,"In South Asia, higher urbanization rate usually leads to increased employment opportunities, so a positive causal effect of unemployment rate on urbanization rate is not plausible."
Sri Lanka,health_expenditure_pct,urbanization_pct,7.08648546951997,CONFLICT,"In South Asia, higher urbanization rate is generally associated with an increase in health expenditure, not the reverse."
Sri Lanka,agri_valueadded_pct,urbanization_pct,0.0006798445596972,CONFLICT,"In general, urbanization rate tends to increase with the growth of industry and services rather than agriculture percentage in South Asia."
